label,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
Squat,0.4760478138923645,0.42311590909957886,-0.4129278063774109,0.9994242191314697,0.48663678765296936,0.39691635966300964,-0.3990020453929901,0.9991005063056946,0.49280959367752075,0.39619091153144836,-0.3990322947502136,0.9990348815917969,0.49818626046180725,0.3956030309200287,-0.39921513199806213,0.9987428188323975,0.46609362959861755,0.3961048126220703,-0.3974505662918091,0.999390184879303,0.4597163200378418,0.39539480209350586,-0.3975032567977905,0.9993309378623962,0.4548790454864502,0.3946191966533661,-0.3975211977958679,0.9992762207984924,0.5093576908111572,0.39446529746055603,-0.2521253228187561,0.9989131093025208,0.4503593444824219,0.39384129643440247,-0.24081465601921082,0.9996429085731506,0.48733997344970703,0.44326210021972656,-0.35067588090896606,0.9998282194137573,0.46560293436050415,0.44662725925445557,-0.3477745056152344,0.9998874664306641,0.5621352195739746,0.4755386710166931,-0.14486531913280487,0.9997375011444092,0.4028250575065613,0.47902071475982666,-0.140629380941391,0.9999438524246216,0.6028147339820862,0.6243379712104797,-0.28256604075431824,0.9875183701515198,0.35228094458580017,0.6223164796829224,-0.25387439131736755,0.9813097715377808,0.5196101069450378,0.6268011927604675,-0.524684488773346,0.956045925617218,0.4192877411842346,0.6269070506095886,-0.47545915842056274,0.9545531868934631,0.49740904569625854,0.6326277852058411,-0.5801892280578613,0.904892086982727,0.4440760016441345,0.6333908438682556,-0.5250223875045776,0.9096168875694275,0.4969630241394043,0.6021573543548584,-0.5615934133529663,0.8929420113563538,0.44906654953956604,0.6051915884017944,-0.520156979560852,0.8959574699401855,0.500511109828949,0.5984476804733276,-0.5201184749603271,0.8250813484191895,0.44488248229026794,0.6010815501213074,-0.47544723749160767,0.8394181728363037,0.5283137559890747,0.7155570983886719,-0.004537281580269337,0.9962358474731445,0.4383728504180908,0.7187711000442505,0.00484304316341877,0.9987779855728149,0.6239400506019592,0.6789413690567017,-0.4373249113559723,0.9905924201011658,0.33392101526260376,0.6767430901527405,-0.426069974899292,0.9912852048873901,0.5992135405540466,0.8911547064781189,-0.2704559564590454,0.9766449332237244,0.373008668422699,0.8784385919570923,-0.24650323390960693,0.989852249622345,0.583135724067688,0.9217414259910583,-0.2594074606895447,0.9614240527153015,0.39265257120132446,0.9108072519302368,-0.23404474556446075,0.9786825776100159,0.6393572092056274,0.9516708254814148,-0.41095465421676636,0.9509276747703552,0.3235648572444916,0.9331969618797302,-0.38163867592811584,0.967058002948761
Squat,0.3797328472137451,0.4245092272758484,-0.45562297105789185,0.9995141625404358,0.38711196184158325,0.3949885070323944,-0.46704626083374023,0.9993737936019897,0.39541125297546387,0.3918065130710602,-0.46694833040237427,0.9993914365768433,0.40380239486694336,0.3887574076652527,-0.46710196137428284,0.9992305040359497,0.3716334402561188,0.39884862303733826,-0.43575650453567505,0.999457597732544,0.3674857020378113,0.3987880051136017,-0.435922235250473,0.9995425939559937,0.36338648200035095,0.39851221442222595,-0.43600597977638245,0.9994076490402222,0.42545080184936523,0.3860175907611847,-0.4153172969818115,0.999503493309021,0.372697114944458,0.39303284883499146,-0.2728753387928009,0.9991692304611206,0.3990459740161896,0.44192221760749817,-0.42921382188796997,0.9998639822006226,0.38025060296058655,0.4452032744884491,-0.3885296583175659,0.9997800588607788,0.49981385469436646,0.45200714468955994,-0.3834102153778076,0.9998664259910583,0.3752935528755188,0.48641473054885864,-0.11737003177404404,0.9997264742851257,0.5473272800445557,0.6145973801612854,-0.45197588205337524,0.976592481136322,0.36424821615219116,0.6253380179405212,-0.25380903482437134,0.5227389335632324,0.41695132851600647,0.6270390152931213,-0.4956793189048767,0.9098338484764099,0.36059391498565674,0.6214892864227295,-0.5917837023735046,0.4680178463459015,0.3853510618209839,0.6350549459457397,-0.5334975719451904,0.8518056273460388,0.3557989001274109,0.6294189691543579,-0.6454592943191528,0.4548383951187134,0.38322001695632935,0.6071659922599792,-0.5219863653182983,0.8406664729118347,0.3565329909324646,0.6059884428977966,-0.6438000798225403,0.4338989853858948,0.39082732796669006,0.602371096611023,-0.4876236915588379,0.7497127652168274,0.3643207848072052,0.5981060266494751,-0.600939929485321,0.40107402205467224,0.5626400709152222,0.6856311559677124,-0.08872269093990326,0.9992595911026001,0.47446051239967346,0.6925297975540161,0.08865159004926682,0.9988462328910828,0.5360372066497803,0.6789566278457642,-0.5313338041305542,0.9917368292808533,0.34305018186569214,0.6541046500205994,-0.09560049325227737,0.844723105430603,0.5845474600791931,0.9167140126228333,-0.4470289349555969,0.9816746711730957,0.3868933320045471,0.8611409664154053,0.06778857856988907,0.8647388815879822,0.595496416091919,0.9544389843940735,-0.4432515501976013,0.9124995470046997,0.4129011034965515,0.8991555571556091,0.07911691814661026,0.8899717926979065,0.5570235252380371,1.012769103050232,-0.621012806892395,0.9622421860694885,0.31260138750076294,0.9166387915611267,-0.010788417421281338,0.8571563363075256
Squat,0.3220406174659729,0.4204564392566681,-0.18393191695213318,0.9997106194496155,0.3257766366004944,0.39038485288619995,-0.19084593653678894,0.9998040199279785,0.33170086145401,0.3864747881889343,-0.19079414010047913,0.9998166561126709,0.3387511074542999,0.381899893283844,-0.19088976085186005,0.9998209476470947,0.31463316082954407,0.39612260460853577,-0.158392995595932,0.999805212020874,0.31215131282806396,0.39658910036087036,-0.15845198929309845,0.9998233914375305,0.3097591698169708,0.3967975080013275,-0.1584971398115158,0.9998014569282532,0.3645874857902527,0.3719644844532013,-0.13417509198188782,0.9998438358306885,0.3243580460548401,0.3900921642780304,-0.008392597548663616,0.9996399879455566,0.3419000506401062,0.4311240315437317,-0.16772647202014923,0.9998674988746643,0.32808545231819153,0.4376400113105774,-0.12562867999076843,0.9997401237487793,0.4412716329097748,0.43743735551834106,-0.1825489103794098,0.9998015761375427,0.34878024458885193,0.4950966238975525,0.1498587429523468,0.9991779923439026,0.48538246750831604,0.6097647547721863,-0.2178652584552765,0.9400225877761841,0.37636908888816833,0.6451451778411865,0.06766092032194138,0.13850824534893036,0.35822349786758423,0.6225841641426086,-0.17879123985767365,0.916684627532959,0.3453635573387146,0.6047847270965576,-0.22556784749031067,0.23030917346477509,0.32552939653396606,0.6315250396728516,-0.1903209388256073,0.8753146529197693,0.33099907636642456,0.5945531725883484,-0.253447026014328,0.23526336252689362,0.3213847577571869,0.6058048605918884,-0.18120728433132172,0.8667846322059631,0.32462456822395325,0.587846577167511,-0.25166741013526917,0.22455374896526337,0.33169883489608765,0.5999334454536438,-0.16811993718147278,0.8111127018928528,0.33284395933151245,0.5832325220108032,-0.23360221087932587,0.2150505632162094,0.5659946799278259,0.7029147744178772,-0.09697066247463226,0.9997514486312866,0.4852776527404785,0.7127329707145691,0.09666331112384796,0.9990733861923218,0.4635842740535736,0.6597487330436707,-0.4919777512550354,0.9947773814201355,0.33325567841529846,0.6364032626152039,-0.013209092430770397,0.8155197501182556,0.5466476082801819,0.9160436987876892,-0.3902490735054016,0.9859151840209961,0.3943144679069519,0.8568351864814758,0.03910310938954353,0.8435508608818054,0.5675661563873291,0.9449083209037781,-0.38080546259880066,0.9469120502471924,0.4162181317806244,0.8880185484886169,0.0407463014125824,0.86822110414505,0.5098491311073303,1.012608289718628,-0.5100133419036865,0.9782271385192871,0.31009212136268616,0.9180535674095154,-0.037259481847286224,0.8921844959259033
Squat,0.30676597356796265,0.44604364037513733,0.02713223733007908,0.9997864961624146,0.3027017414569855,0.4192832112312317,-0.0013822481269016862,0.99988853931427,0.3048211932182312,0.4160953462123871,-0.001427526818588376,0.999894380569458,0.3070588707923889,0.4124028980731964,-0.0015392558416351676,0.9999249577522278,0.3009271025657654,0.4206467270851135,0.04022649675607681,0.9998927712440491,0.3017428517341614,0.4185078740119934,0.04017040878534317,0.9998916983604431,0.3027535378932953,0.4157067835330963,0.04010670259594917,0.9999037981033325,0.3287521004676819,0.39505404233932495,-0.06821966171264648,0.9998589754104614,0.3228590786457062,0.3976983428001404,0.12360171228647232,0.9998124837875366,0.3247956335544586,0.45284736156463623,0.005651538725942373,0.9997806549072266,0.3222695291042328,0.45567142963409424,0.06099580600857735,0.9996514916419983,0.3917630910873413,0.4473990201950073,-0.1783870905637741,0.9998160600662231,0.39782804250717163,0.45625540614128113,0.2663623094558716,0.9985496997833252,0.43011602759361267,0.6112094521522522,-0.17426273226737976,0.833942711353302,0.4363541603088379,0.606994092464447,0.3406732678413391,0.046305764466524124,0.3361063301563263,0.6118602156639099,-0.00015347314183600247,0.8717334866523743,0.35354170203208923,0.6006771922111511,0.26260513067245483,0.09295770525932312,0.312878280878067,0.6098926067352295,-0.005659359507262707,0.8505697250366211,0.3270895481109619,0.5877140164375305,0.26290827989578247,0.11596987396478653,0.3149521052837372,0.5920320749282837,-0.004131188150495291,0.8389793634414673,0.3278329074382782,0.5751956701278687,0.24703291058540344,0.1124003455042839,0.3230540454387665,0.590997576713562,0.006323653273284435,0.8033033609390259,0.33821842074394226,0.5777543783187866,0.24965587258338928,0.11529780924320221,0.5594016909599304,0.6950845718383789,-0.14098569750785828,0.999734103679657,0.552200973033905,0.6817010641098022,0.14094090461730957,0.9991084933280945,0.3775058686733246,0.6676484942436218,-0.20971789956092834,0.9624758362770081,0.38321903347969055,0.6542410254478455,0.23770394921302795,0.25878995656967163,0.4464806020259857,0.9147552251815796,-0.19403080642223358,0.9666200876235962,0.4389854967594147,0.8537458777427673,0.26809003949165344,0.41901981830596924,0.47588175535202026,0.9546602368354797,-0.19286386668682098,0.9491767287254333,0.46771079301834106,0.8885712027549744,0.2672038674354553,0.5293667316436768,0.36259666085243225,0.9836637377738953,-0.22491228580474854,0.9581711888313293,0.3841821253299713,0.910170316696167,0.25564759969711304,0.5850107073783875
Squat,0.3244383633136749,0.4764508605003357,0.1665070354938507,0.9969488978385925,0.31756144762039185,0.4539140462875366,0.13203869760036469,0.9985442161560059,0.3182646930217743,0.4518079459667206,0.13201799988746643,0.9983749985694885,0.3190626800060272,0.44986751675605774,0.13193254172801971,0.9990492463111877,0.31864064931869507,0.45389479398727417,0.17248675227165222,0.9986671209335327,0.3201052248477936,0.45165932178497314,0.17245444655418396,0.9980574250221252,0.3218325674533844,0.44925403594970703,0.17238272726535797,0.9986813068389893,0.33162519335746765,0.4377055764198303,0.03126109391450882,0.9971030354499817,0.33753806352615356,0.43223294615745544,0.21151074767112732,0.9971593618392944,0.3369467854499817,0.4818565547466278,0.13467475771903992,0.9945599436759949,0.33965179324150085,0.4823906719684601,0.18759459257125854,0.9948140978813171,0.3550531268119812,0.47618672251701355,-0.08640279620885849,0.9996313452720642,0.4231850206851959,0.46888402104377747,0.3390254080295563,0.9960770010948181,0.32239705324172974,0.6430441737174988,0.059700239449739456,0.4232962429523468,0.4327007234096527,0.5900154709815979,0.44980841875076294,0.00875917449593544,0.33006176352500916,0.6289480328559875,0.4210725724697113,0.19072066247463226,0.3817351460456848,0.6233788728713989,0.5063270330429077,0.01701747626066208,0.3305121660232544,0.6280820369720459,0.4452292323112488,0.2026349902153015,0.37453821301460266,0.6261987090110779,0.5401447415351868,0.029499070718884468,0.3378569781780243,0.622530996799469,0.4478817582130432,0.20112283527851105,0.3652116060256958,0.6204930543899536,0.5222804546356201,0.029716067016124725,0.34168288111686707,0.6234103441238403,0.43371614813804626,0.19815266132354736,0.36443403363227844,0.6210604310035706,0.5003839731216431,0.03184919059276581,0.49478569626808167,0.6764014363288879,-0.15344540774822235,0.9997425079345703,0.5552659034729004,0.6850454211235046,0.15298166871070862,0.999391496181488,0.3057054877281189,0.6876835227012634,-0.2035273313522339,0.9329434037208557,0.43518415093421936,0.6802953481674194,0.45687946677207947,0.1580672413110733,0.3545343279838562,0.9111114740371704,-0.2344062328338623,0.9480951428413391,0.5120731592178345,0.8351438641548157,0.6135622262954712,0.4618853032588959,0.3778117299079895,0.9513614177703857,-0.2318262755870819,0.9288081526756287,0.5276511311531067,0.8548678755760193,0.6311179399490356,0.581721842288971,0.2788827419281006,0.9550408720970154,-0.21717317402362823,0.9187772274017334,0.4856324791908264,0.8893042802810669,0.6931494474411011,0.5524000525474548
Squat,0.3937091827392578,0.42745551466941833,0.378288209438324,0.9692841172218323,0.38578566908836365,0.4202412962913513,0.3563280403614044,0.9873100519180298,0.38156625628471375,0.42176204919815063,0.3563024699687958,0.988082766532898,0.37720707058906555,0.4233323931694031,0.3562266230583191,0.9919444918632507,0.3984436094760895,0.41777095198631287,0.3637164235115051,0.9832879900932312,0.4028691351413727,0.41749799251556396,0.3637261986732483,0.9779049158096313,0.40744781494140625,0.417312890291214,0.36359602212905884,0.9804724454879761,0.3733268976211548,0.43261095881462097,0.22894814610481262,0.985272228717804,0.41636672616004944,0.4227697253227234,0.26486557722091675,0.9708020091056824,0.39104408025741577,0.4419574439525604,0.32983478903770447,0.9681215882301331,0.4062195420265198,0.43827417492866516,0.3404150605201721,0.9647774696350098,0.3435816764831543,0.4758164584636688,0.09761079400777817,0.9990487694740295,0.4712466597557068,0.4692048728466034,0.22571003437042236,0.9912254810333252,0.3116931617259979,0.6055070757865906,0.21561138331890106,0.3242391049861908,0.48645514249801636,0.5759302377700806,0.28899550437927246,0.020865311846137047,0.3389536440372467,0.591550886631012,0.45812392234802246,0.032199375331401825,0.44240084290504456,0.5924717783927917,0.36308416724205017,0.019090158864855766,0.34151673316955566,0.5900656580924988,0.4849260449409485,0.037053197622299194,0.44189468026161194,0.5989539623260498,0.3883811831474304,0.03436623141169548,0.3512706160545349,0.5864505171775818,0.4892696738243103,0.03652318939566612,0.43485027551651,0.5976535677909851,0.38864198327064514,0.03573409840464592,0.3543917238712311,0.5875652432441711,0.46939247846603394,0.038740698248147964,0.4319492280483246,0.5934057831764221,0.3681325912475586,0.0337006151676178,0.44824934005737305,0.6797085404396057,-0.05288386344909668,0.9999311566352844,0.5342870354652405,0.6830167174339294,0.051933564245700836,0.9998883008956909,0.30289873480796814,0.6718372702598572,0.04905955493450165,0.9474197030067444,0.5195788145065308,0.7188838124275208,0.34808143973350525,0.6154659390449524,0.32192784547805786,0.890192985534668,-0.11522338539361954,0.9704356789588928,0.5376744270324707,0.8772409558296204,0.23790434002876282,0.8847036361694336,0.337512731552124,0.9299682378768921,-0.12718912959098816,0.963834285736084,0.5342913866043091,0.9091883301734924,0.22856108844280243,0.918781042098999,0.25704458355903625,0.9207348227500916,-0.1071133017539978,0.9396995306015015,0.5608347058296204,0.8963555693626404,0.2602112293243408,0.8856145739555359
Squat,0.49841904640197754,0.43265634775161743,0.5206061601638794,0.9617863297462463,0.49220237135887146,0.4173169434070587,0.4965856671333313,0.9759002923965454,0.48778024315834045,0.41452258825302124,0.4965340495109558,0.9772599339485168,0.48329123854637146,0.41565266251564026,0.49667367339134216,0.981408417224884,0.5047792792320251,0.4233993589878082,0.494493305683136,0.9707732200622559,0.5089024305343628,0.423982709646225,0.4945322573184967,0.9676329493522644,0.5129688382148743,0.42461511492729187,0.4943552613258362,0.9680114984512329,0.47681722044944763,0.4181228280067444,0.37812310457229614,0.963196337223053,0.516902506351471,0.42955002188682556,0.3717789053916931,0.9441446661949158,0.49126702547073364,0.43461278080940247,0.47964152693748474,0.9456290006637573,0.5051953792572021,0.44223740696907043,0.47889986634254456,0.9376617670059204,0.41442275047302246,0.4564894735813141,0.30797451734542847,0.9994633793830872,0.553466260433197,0.4791073203086853,0.2422953099012375,0.9971282482147217,0.3833703398704529,0.590076744556427,0.41317886114120483,0.3318542242050171,0.5858369469642639,0.6107922196388245,0.3575894832611084,0.29919421672821045,0.4391898214817047,0.5586659908294678,0.5636600852012634,0.08363832533359528,0.5410539507865906,0.5497992634773254,0.6173744201660156,0.08435333520174026,0.44390973448753357,0.5364234447479248,0.5919607877731323,0.0878363624215126,0.5437051653862,0.53117835521698,0.6613739728927612,0.0831269696354866,0.45188331604003906,0.524296224117279,0.6092861890792847,0.08641140908002853,0.5308517217636108,0.5238770842552185,0.6709588170051575,0.08642587810754776,0.45080941915512085,0.5339466333389282,0.5747185945510864,0.08439656347036362,0.5305177569389343,0.5285802483558655,0.6292248964309692,0.09858154505491257,0.40474677085876465,0.665629506111145,0.029218066483736038,0.999955415725708,0.4977155327796936,0.6748241782188416,-0.029627833515405655,0.9999363422393799,0.3581015467643738,0.6915499567985535,0.3506154417991638,0.9806984663009644,0.595077633857727,0.665526807308197,0.25393980741500854,0.8957491517066956,0.35233134031295776,0.8727317452430725,0.09856659173965454,0.9891833066940308,0.5421100854873657,0.8681925535202026,0.04656126722693443,0.9768428206443787,0.3576601445674896,0.9088630676269531,0.08002964407205582,0.9879003763198853,0.5262385010719299,0.9048044681549072,0.032414570450782776,0.9830895662307739,0.33891165256500244,0.8655617833137512,0.16661076247692108,0.9597492814064026,0.603540301322937,0.8888623118400574,0.14071959257125854,0.9510943293571472
Squat,0.6159371733665466,0.4936583638191223,0.18294325470924377,0.9984174370765686,0.6198359131813049,0.4736655056476593,0.18811708688735962,0.9986637830734253,0.6187118291854858,0.47183772921562195,0.18805663287639618,0.9983577728271484,0.6175712943077087,0.469851016998291,0.1880044937133789,0.9985291361808777,0.6202988028526306,0.4724845588207245,0.1505899876356125,0.9987509846687317,0.6194937229156494,0.4700784385204315,0.15042950212955475,0.9984856843948364,0.618607223033905,0.46745142340660095,0.15031608939170837,0.9987213611602783,0.6042054295539856,0.4552505910396576,0.19757267832756042,0.9983945488929749,0.6066291928291321,0.453429251909256,0.024920571595430374,0.998245894908905,0.6022394895553589,0.5011714100837708,0.18973727524280548,0.9980834126472473,0.6038920283317566,0.4996325671672821,0.13956166803836823,0.9979936480522156,0.5225116014480591,0.47464725375175476,0.26694509387016296,0.999233603477478,0.5764508843421936,0.48344460129737854,-0.09920932352542877,0.9999465346336365,0.5007684230804443,0.6124065518379211,0.30833882093429565,0.07660746574401855,0.6069939136505127,0.6392714977264404,-0.01937549188733101,0.6723105311393738,0.5010188817977905,0.7129208445549011,0.2478458434343338,0.059290580451488495,0.5974974632263184,0.6175877451896667,0.317272812128067,0.25929296016693115,0.502252995967865,0.7422860264778137,0.2581385672092438,0.07460496574640274,0.5954395532608032,0.6155720949172974,0.353048712015152,0.2855115234851837,0.5028221011161804,0.7373546957969666,0.248408704996109,0.0746268630027771,0.5892866849899292,0.6078817844390869,0.3521686792373657,0.27796322107315063,0.501966118812561,0.7278155088424683,0.23935207724571228,0.07569123059511185,0.598327100276947,0.6180030107498169,0.3274676501750946,0.29129457473754883,0.3644084930419922,0.6570976972579956,0.12599781155586243,0.9999848008155823,0.4008561968803406,0.6583068370819092,-0.12659282982349396,0.9999914169311523,0.48575538396835327,0.6704753637313843,0.4087173044681549,0.542837381362915,0.5867599248886108,0.6877350211143494,-0.08977152407169342,0.9933748245239258,0.43183213472366333,0.844193696975708,0.5249611139297485,0.8705801963806152,0.5368432998657227,0.8915306925773621,-0.06559334695339203,0.9910534620285034,0.41077345609664917,0.8771312832832336,0.536789059638977,0.843170702457428,0.5080666542053223,0.9303892254829407,-0.05950223281979561,0.9698069095611572,0.48290887475013733,0.8745986819267273,0.5654807090759277,0.9112610220909119,0.6063397526741028,0.9124395251274109,-0.05016722157597542,0.9809403419494629
Squat,0.4847939610481262,0.4280274212360382,-0.45941162109375,0.9999874234199524,0.4958071708679199,0.39767417311668396,-0.44367408752441406,0.999978244304657,0.5022264719009399,0.39696425199508667,-0.44366055727005005,0.9999731183052063,0.5082358121871948,0.3963949382305145,-0.44388359785079956,0.9999678134918213,0.4722955822944641,0.3969666659832001,-0.44258207082748413,0.9999839067459106,0.46432486176490784,0.3954738676548004,-0.44262781739234924,0.9999804496765137,0.4579775333404541,0.39387214183807373,-0.44259101152420044,0.9999806880950928,0.5197137594223022,0.39219921827316284,-0.2780471444129944,0.9999752044677734,0.4518616199493408,0.38782617449760437,-0.26860183477401733,0.9999898076057434,0.49591559171676636,0.4453824758529663,-0.3890886604785919,0.9999948143959045,0.47149258852005005,0.4464564919471741,-0.3866531550884247,0.9999958872795105,0.5717395544052124,0.46423470973968506,-0.14526519179344177,0.9999786019325256,0.4008874297142029,0.4640589654445648,-0.13338997960090637,0.9999924898147583,0.6163324117660522,0.6199402213096619,-0.23796220123767853,0.997073769569397,0.34403008222579956,0.6057490706443787,-0.21733498573303223,0.9918230772018433,0.5412167310714722,0.6669304370880127,-0.5087381601333618,0.9881532192230225,0.38037243485450745,0.6322633624076843,-0.5012205839157104,0.9873042106628418,0.5187224745750427,0.6925684809684753,-0.5773885846138,0.9692780375480652,0.39884984493255615,0.6465606093406677,-0.5633267164230347,0.9744178056716919,0.514863133430481,0.6583822965621948,-0.5755214095115662,0.9673463702201843,0.4079858660697937,0.6223833560943604,-0.5771946907043457,0.9727606177330017,0.5198190212249756,0.6506258845329285,-0.5114710330963135,0.9454050064086914,0.4054873585700989,0.6144099831581116,-0.5103663206100464,0.9580615162849426,0.5367040634155273,0.706423819065094,-0.005185314454138279,0.9984755516052246,0.4394068717956543,0.7078496813774109,0.005396832246333361,0.9995226860046387,0.6451883316040039,0.6900790929794312,-0.45608916878700256,0.9899037480354309,0.3171411156654358,0.6817035675048828,-0.41920003294944763,0.9895476698875427,0.6132744550704956,0.8923131823539734,-0.18615852296352386,0.9703999161720276,0.3421466648578644,0.8904958367347717,-0.16824546456336975,0.9853777289390564,0.5920765995979309,0.9337003231048584,-0.16416168212890625,0.9564363956451416,0.3640795052051544,0.929827094078064,-0.14882633090019226,0.9777252674102783,0.6671890616416931,0.9713208079338074,-0.3224308490753174,0.9244780540466309,0.2845185399055481,0.9524198174476624,-0.3012329339981079,0.942875325679779
Squat,0.33198612928390503,0.42447832226753235,-0.32089701294898987,0.9995879530906677,0.33707207441329956,0.39594078063964844,-0.33709877729415894,0.9996064901351929,0.34223538637161255,0.3926456868648529,-0.3370082378387451,0.9996193051338196,0.34779664874076843,0.3892107903957367,-0.33711951971054077,0.9995872974395752,0.3275969922542572,0.4002048671245575,-0.29513901472091675,0.9995774030685425,0.32597264647483826,0.39989811182022095,-0.2952726483345032,0.9996228218078613,0.3246145248413086,0.3993784785270691,-0.2953307032585144,0.9995596408843994,0.37608397006988525,0.38206619024276733,-0.3294878304004669,0.9997560977935791,0.34782111644744873,0.39076271653175354,-0.13688167929649353,0.9993270635604858,0.35368067026138306,0.43987005949020386,-0.31274592876434326,0.9999186396598816,0.3414002060890198,0.4440869987010956,-0.25751715898513794,0.9997453689575195,0.4776860773563385,0.4405895471572876,-0.332523912191391,0.99991774559021,0.35916778445243835,0.4914712905883789,-0.005728033371269703,0.9994588494300842,0.5377553105354309,0.5960833430290222,-0.4192522466182709,0.9837005734443665,0.3525696396827698,0.6279481649398804,-0.10706883668899536,0.4996080994606018,0.40300196409225464,0.6415166854858398,-0.451819509267807,0.9504132866859436,0.348244845867157,0.6339117884635925,-0.4303581118583679,0.5302459597587585,0.3686702847480774,0.6537256836891174,-0.4925706386566162,0.912166953086853,0.3406470715999603,0.6450265645980835,-0.4786318242549896,0.5220478177070618,0.3632974624633789,0.6247668862342834,-0.4841806888580322,0.9061964154243469,0.3402809202671051,0.6237463355064392,-0.4869454503059387,0.5056658387184143,0.37272951006889343,0.6177912354469299,-0.444781631231308,0.8425036072731018,0.34500041604042053,0.6124725341796875,-0.44384169578552246,0.47790709137916565,0.5528075695037842,0.6739575862884521,-0.10263149440288544,0.9994909167289734,0.46927109360694885,0.688126802444458,0.10254567861557007,0.9992424249649048,0.5071820020675659,0.6666628122329712,-0.5572046637535095,0.9896172285079956,0.3246297836303711,0.6712928414344788,-0.07326964288949966,0.8406537771224976,0.56914222240448,0.9009559154510498,-0.48225775361061096,0.9776601195335388,0.3966030776500702,0.863497793674469,0.06357941776514053,0.842313289642334,0.5859954357147217,0.9391254186630249,-0.47913652658462524,0.9039927124977112,0.4251854419708252,0.8963508009910583,0.07402265816926956,0.8660077452659607,0.5435680150985718,0.9995774030685425,-0.6523852348327637,0.9579968452453613,0.3327943980693817,0.9264445900917053,-0.013447089120745659,0.8549532294273376
